Year,Level,Division,Test,RawScore,Percentile
2025,4,Classroom Experience,Total Score,72,58
2025,4,Classroom Experience,Total Score,72,59
2025,4,Classroom Experience,Total Score,72,60
2025,4,Classroom Experience,Total Score,73,61
2025,4,Classroom Experience,Total Score,73,62
2025,4,Classroom Experience,Total Score,74,63
2025,4,Classroom Experience,Total Score,74,64
2025,4,Classroom Experience,Total Score,74,65
2025,4,Classroom Experience,Total Score,75,66
2025,4,Classroom Experience,Total Score,75,67
2025,4,Classroom Experience,Total Score,76,68
2025,4,Classroom Experience,Total Score,76,69
2025,4,Classroom Experience,Total Score,76,70
2025,4,Classroom Experience,Total Score,77,71
2025,4,Classroom Experience,Total Score,77,72
2025,4,Classroom Experience,Total Score,78,73
2025,4,Classroom Experience,Total Score,78,74
2025,4,Classroom Experience,Total Score,78,75
2025,4,Classroom Experience,Total Score,79,76
2025,4,Classroom Experience,Total Score,79,77
2025,4,Classroom Experience,Total Score,80,78
2025,4,Classroom Experience,Total Score,80,79
2025,4,Classroom Experience,Total Score,81,80
2025,4,Classroom Experience,Total Score,81,81
2025,4,Classroom Experience,Total Score,81,82
2025,4,Classroom Experience,Total Score,82,83
2025,4,Classroom Experience,Total Score,83,84
2025,4,Classroom Experience,Total Score,83,85
2025,4,Classroom Experience,Total Score,84,86
2025,4,Classroom Experience,Total Score,84,87
2025,4,Classroom Experience,Total Score,85,88
2025,4,Classroom Experience,Total Score,85,89
2025,4,Classroom Experience,Total Score,86,90
2025,4,Classroom Experience,Total Score,86,91
2025,4,Classroom Experience,Total Score,87,92
2025,4,Classroom Experience,Total Score,88,93
2025,4,Classroom Experience,Total Score,88,94
2025,4,Classroom Experience,Total Score,89,95
2025,4,Classroom Experience,Total Score,90,96
2025,4,Classroom Experience,Total Score,91,97
2025,4,Classroom Experience,Total Score,92,98
2025,4,Classroom Experience,Total Score,93,99
2025,4,Classroom Experience,Total Score,94,99
2025,4,Outside Experience,Total Score,0,0
2025,4,Outside Experience,Total Score,1,0
2025,4,Outside Experience,Total Score,2,0
2025,4,Outside Experience,Total Score,3,0
2025,4,Outside Experience,Total Score,4,0
2025,4,Outside Experience,Total Score,5,0
2025,4,Outside Experience,Total Score,6,0
2025,4,Outside Experience,Total Score,7,0
2025,4,Outside Experience,Total Score,8,0
2025,4,Outside Experience,Total Score,9,0
2025,4,Outside Experience,Total Score,10,0
2025,4,Outside Experience,Total Score,11,0
2025,4,Outside Experience,Total Score,12,0
2025,4,Outside Experience,Total Score,13,0
2025,4,Outside Experience,Total Score,14,1
2025,4,Outside Experience,Total Score,15,1
2025,4,Outside Experience,Total Score,16,1
2025,4,Outside Experience,Total Score,17,1
2025,4,Outside Experience,Total Score,18,1
2025,4,Outside Experience,Total Score,19,1
2025,4,Outside Experience,Total Score,20,1
2025,4,Outside Experience,Total Score,21,1
2025,4,Outside Experience,Total Score,22,1
2025,4,Outside Experience,Total Score,23,1
2025,4,Outside Experience,Total Score,24,1
2025,4,Outside Experience,Total Score,25,1
2025,4,Outside Experience,Total Score,26,1
2025,4,Outside Experience,Total Score,27,1
2025,4,Outside Experience,Total Score,28,2
2025,4,Outside Experience,Total Score,29,2
2025,4,Outside Experience,Total Score,30,2
2025,4,Outside Experience,Total Score,31,2
2025,4,Outside Experience,Total Score,32,3
2025,4,Outside Experience,Total Score,33,3
2025,4,Outside Experience,Total Score,34,3
2025,4,Outside Experience,Total Score,35,3
2025,4,Outside Experience,Total Score,36,4
2025,4,Outside Experience,Total Score,37,4
2025,4,Outside Experience,Total Score,38,5
2025,4,Outside Experience,Total Score,39,5
2025,4,Outside Experience,Total Score,40,5
2025,4,Outside Experience,Total Score,41,5
2025,4,Outside Experience,Total Score,42,5
2025,4,Outside Experience,Total Score,43,6
2025,4,Outside Experience,Total Score,44,6
2025,4,Outside Experience,Total Score,45,6
2025,4,Outside Experience,Total Score,46,6
2025,4,Outside Experience,Total Score,47,6
2025,4,Outside Experience,Total Score,48,7
2025,4,Outside Experience,Total Score,49,8
2025,4,Outside Experience,Total Score,50,8
2025,4,Outside Experience,Total Score,51,8
2025,4,Outside Experience,Total Score,52,9
2025,4,Outside Experience,Total Score,53,9
2025,4,Outside Experience,Total Score,54,9
2025,4,Outside Experience,Total Score,55,10
2025,4,Outside Experience,Total Score,56,11
2025,4,Outside Experience,Total Score,57,12
2025,4,Outside Experience,Total Score,58,13
2025,4,Outside Experience,Total Score,59,14
2025,4,Outside Experience,Total Score,60,15
2025,4,Outside Experience,Total Score,61,15
2025,4,Outside Experience,Total Score,62,16
2025,4,Outside Experience,Total Score,63,17
2025,4,Outside Experience,Total Score,64,18
2025,4,Outside Experience,Total Score,65,19
2025,4,Outside Experience,Total Score,66,20
2025,4,Outside Experience,Total Score,67,21
2025,4,Outside Experience,Total Score,67,22
2025,4,Outside Experience,Total Score,68,23
2025,4,Outside Experience,Total Score,68,24
2025,4,Outside Experience,Total Score,69,25
2025,4,Outside Experience,Total Score,69,26
2025,4,Outside Experience,Total Score,70,27
2025,4,Outside Experience,Total Score,70,28
2025,4,Outside Experience,Total Score,70,29
2025,4,Outside Experience,Total Score,71,30
2025,4,Outside Experience,Total Score,71,31
2025,4,Outside Experience,Total Score,71,32
2025,4,Outside Experience,Total Score,72,33
2025,4,Outside Experience,Total Score,72,34
2025,4,Outside Experience,Total Score,73,35
2025,4,Outside Experience,Total Score,73,36
2025,4,Outside Experience,Total Score,74,37
2025,4,Outside Experience,Total Score,74,38
2025,4,Outside Experience,Total Score,74,39
2025,4,Outside Experience,Total Score,75,40
2025,4,Outside Experience,Total Score,75,41
2025,4,Outside Experience,Total Score,75,42
2025,4,Outside Experience,Total Score,75,43
2025,4,Outside Experience,Total Score,76,44
2025,4,Outside Experience,Total Score,76,45
2025,4,Outside Experience,Total Score,76,46
2025,4,Outside Experience,Total Score,77,47
2025,4,Outside Experience,Total Score,77,48
2025,4,Outside Experience,Total Score,77,49
2025,4,Outside Experience,Total Score,78,50
2025,4,Outside Experience,Total Score,78,51
2025,4,Outside Experience,Total Score,78,52
2025,4,Outside Experience,Total Score,79,53
2025,4,Outside Experience,Total Score,79,54
2025,4,Outside Experience,Total Score,79,55
2025,4,Outside Experience,Total Score,79,56
2025,4,Outside Experience,Total Score,80,57
2025,4,Outside Experience,Total Score,80,58
2025,4,Outside Experience,Total Score,80,59
2025,4,Outside Experience,Total Score,80,60
2025,4,Outside Experience,Total Score,81,61
2025,4,Outside Experience,Total Score,81,62
2025,4,Outside Experience,Total Score,81,63
2025,4,Outside Experience,Total Score,82,64
2025,4,Outside Experience,Total Score,82,65
2025,4,Outside Experience,Total Score,82,66
2025,4,Outside Experience,Total Score,82,67
2025,4,Outside Experience,Total Score,83,68
2025,4,Outside Experience,Total Score,83,69
2025,4,Outside Experience,Total Score,83,70
2025,4,Outside Experience,Total Score,83,71
2025,4,Outside Experience,Total Score,83,72
2025,4,Outside Experience,Total Score,84,73
2025,4,Outside Experience,Total Score,84,74
2025,4,Outside Experience,Total Score,84,75
2025,4,Outside Experience,Total Score,84,76
2025,4,Outside Experience,Total Score,85,77
2025,4,Outside Experience,Total Score,85,78
2025,4,Outside Experience,Total Score,85,79
2025,4,Outside Experience,Total Score,86,80
2025,4,Outside Experience,Total Score,86,81
2025,4,Outside Experience,Total Score,86,82
2025,4,Outside Experience,Total Score,86,83
2025,4,Outside Experience,Total Score,87,84
2025,4,Outside Experience,Total Score,87,85
2025,4,Outside Experience,Total Score,88,86
2025,4,Outside Experience,Total Score,88,87
2025,4,Outside Experience,Total Score,88,88
2025,4,Outside Experience,Total Score,88,89
2025,4,Outside Experience,Total Score,89,90
2025,4,Outside Experience,Total Score,89,91
2025,4,Outside Experience,Total Score,90,92
2025,4,Outside Experience,Total Score,90,93
2025,4,Outside Experience,Total Score,91,94
2025,4,Outside Experience,Total Score,92,95
2025,4,Outside Experience,Total Score,92,96
2025,4,Outside Experience,Total Score,93,97
2025,4,Outside Experience,Total Score,94,98
2025,4,Outside Experience,Total Score,95,99
2025,4,Bilingual,Total Score,0,0
2025,4,Bilingual,Total Score,1,0
2025,4,Bilingual,Total Score,2,0
2025,4,Bilingual,Total Score,3,0
2025,4,Bilingual,Total Score,4,0
2025,4,Bilingual,Total Score,5,0
2025,4,Bilingual,Total Score,6,0
2025,4,Bilingual,Total Score,7,0
2025,4,Bilingual,Total Score,8,0
2025,4,Bilingual,Total Score,9,0
2025,4,Bilingual,Total Score,10,0
2025,4,Bilingual,Total Score,11,0
2025,4,Bilingual,Total Score,12,0
2025,4,Bilingual,Total Score,13,0
2025,4,Bilingual,Total Score,14,0
2025,4,Bilingual,Total Score,15,0
2025,4,Bilingual,Total Score,16,0
2025,4,Bilingual,Total Score,17,0
2025,4,Bilingual,Total Score,18,1
2025,4,Bilingual,Total Score,19,1
2025,4,Bilingual,Total Score,20,1
2025,4,Bilingual,Total Score,21,1
2025,4,Bilingual,Total Score,22,1
2025,4,Bilingual,Total Score,23,1
2025,4,Bilingual,Total Score,24,1
2025,4,Bilingual,Total Score,25,1
2025,4,Bilingual,Total Score,26,1
2025,4,Bilingual,Total Score,27,1
2025,4,Bilingual,Total Score,28,1
2025,4,Bilingual,Total Score,29,1
2025,4,Bilingual,Total Score,30,1
2025,4,Bilingual,Total Score,31,1
2025,4,Bilingual,Total Score,32,2
2025,4,Bilingual,Total Score,33,2
2025,4,Bilingual,Total Score,34,2
2025,4,Bilingual,Total Score,35,2
2025,4,Bilingual,Total Score,36,2
2025,4,Bilingual,Total Score,37,2
2025,4,Bilingual,Total Score,38,2
2025,4,Bilingual,Total Score,39,2
2025,4,Bilingual,Total Score,40,2
2025,4,Bilingual,Total Score,41,2
2025,4,Bilingual,Total Score,42,3
2025,4,Bilingual,Total Score,43,3
2025,4,Bilingual,Total Score,44,3
2025,4,Bilingual,Total Score,45,3
2025,4,Bilingual,Total Score,46,3
2025,4,Bilingual,Total Score,47,3
2025,4,Bilingual,Total Score,48,3
2025,4,Bilingual,Total Score,49,4
2025,4,Bilingual,Total Score,50,4
2025,4,Bilingual,Total Score,51,4
2025,4,Bilingual,Total Score,52,4
2025,4,Bilingual,Total Score,53,5
2025,4,Bilingual,Total Score,54,5
2025,4,Bilingual,Total Score,55,5
2025,4,Bilingual,Total Score,56,6
2025,4,Bilingual,Total Score,57,6
2025,4,Bilingual,Total Score,58,6
2025,4,Bilingual,Total Score,59,7
2025,4,Bilingual,Total Score,60,7
2025,4,Bilingual,Total Score,61,7
2025,4,Bilingual,Total Score,62,8
2025,4,Bilingual,Total Score,63,9
2025,4,Bilingual,Total Score,64,10
2025,4,Bilingual,Total Score,65,11
2025,4,Bilingual,Total Score,66,12
2025,4,Bilingual,Total Score,67,13
2025,4,Bilingual,Total Score,68,14
2025,4,Bilingual,Total Score,68,15
2025,4,Bilingual,Total Score,69,16
2025,4,Bilingual,Total Score,69,17
2025,4,Bilingual,Total Score,70,18
2025,4,Bilingual,Total Score,71,19
2025,4,Bilingual,Total Score,72,20
2025,4,Bilingual,Total Score,72,21
2025,4,Bilingual,Total Score,73,22
2025,4,Bilingual,Total Score,74,23
2025,4,Bilingual,Total Score,74,24
2025,4,Bilingual,Total Score,74,25
2025,4,Bilingual,Total Score,75,26
2025,4,Bilingual,Total Score,75,27
2025,4,Bilingual,Total Score,76,28
2025,4,Bilingual,Total Score,76,29
2025,4,Bilingual,Total Score,77,30
2025,4,Bilingual,Total Score,77,31
2025,4,Bilingual,Total Score,78,32
2025,4,Bilingual,Total Score,78,33
2025,4,Bilingual,Total Score,78,34
2025,4,Bilingual,Total Score,78,35
2025,4,Bilingual,Total Score,79,36
2025,4,Bilingual,Total Score,79,37
2025,4,Bilingual,Total Score,79,38
2025,4,Bilingual,Total Score,80,39
2025,4,Bilingual,Total Score,80,40
2025,4,Bilingual,Total Score,80,41
2025,4,Bilingual,Total Score,80,42
2025,4,Bilingual,Total Score,81,43
2025,4,Bilingual,Total Score,81,44
2025,4,Bilingual,Total Score,81,45
2025,4,Bilingual,Total Score,81,46
2025,4,Bilingual,Total Score,82,47
2025,4,Bilingual,Total Score,82,48
2025,4,Bilingual,Total Score,82,49
2025,4,Bilingual,Total Score,82,50
2025,4,Bilingual,Total Score,82,51
2025,4,Bilingual,Total Score,83,52
2025,4,Bilingual,Total Score,83,53
2025,4,Bilingual,Total Score,83,54
2025,4,Bilingual,Total Score,83,55
2025,4,Bilingual,Total Score,84,56
2025,4,Bilingual,Total Score,84,57
2025,4,Bilingual,Total Score,84,58
2025,4,Bilingual,Total Score,84,59
2025,4,Bilingual,Total Score,85,60
2025,4,Bilingual,Total Score,85,61
2025,4,Bilingual,Total Score,85,62
2025,4,Bilingual,Total Score,85,63
2025,4,Bilingual,Total Score,85,64
2025,4,Bilingual,Total Score,86,65
2025,4,Bilingual,Total Score,86,66
2025,4,Bilingual,Total Score,86,67
2025,4,Bilingual,Total Score,86,68
2025,4,Bilingual,Total Score,87,69
2025,4,Bilingual,Total Score,87,70
2025,4,Bilingual,Total Score,87,71
2025,4,Bilingual,Total Score,87,72
2025,4,Bilingual,Total Score,87,73
2025,4,Bilingual,Total Score,88,74
2025,4,Bilingual,Total Score,88,75
2025,4,Bilingual,Total Score,88,76
2025,4,Bilingual,Total Score,88,77
2025,4,Bilingual,Total Score,89,78
2025,4,Bilingual,Total Score,89,79
2025,4,Bilingual,Total Score,89,80
2025,4,Bilingual,Total Score,89,81
2025,4,Bilingual,Total Score,90,82
2025,4,Bilingual,Total Score,90,83
2025,4,Bilingual,Total Score,90,84
2025,4,Bilingual,Total Score,90,85
2025,4,Bilingual,Total Score,91,86
2025,4,Bilingual,Total Score,91,87
2025,4,Bilingual,Total Score,91,88
2025,4,Bilingual,Total Score,92,89
2025,4,Bilingual,Total Score,92,90
2025,4,Bilingual,Total Score,92,91
2025,4,Bilingual,Total Score,93,92
2025,4,Bilingual,Total Score,93,93
2025,4,Bilingual,Total Score,93,94
2025,4,Bilingual,Total Score,94,95
2025,4,Bilingual,Total Score,94,96
2025,4,Bilingual,Total Score,95,97
2025,4,Bilingual,Total Score,96,98
2025,4,Bilingual,Total Score,97,99
2025,5,Classroom Experience,Total Score,0,0
2025,5,Classroom Experience,Total Score,1,1
2025,5,Classroom Experience,Total Score,2,1
2025,5,Classroom Experience,Total Score,3,1
2025,5,Classroom Experience,Total Score,4,1
2025,5,Classroom Experience,Total Score,5,1
2025,5,Classroom Experience,Total Score,6,1
2025,5,Classroom Experience,Total Score,7,1
2025,5,Classroom Experience,Total Score,8,1
2025,5,Classroom Experience,Total Score,9,1
2025,5,Classroom Experience,Total Score,10,1
2025,5,Classroom Experience,Total Score,11,1
2025,5,Classroom Experience,Total Score,12,1
2025,5,Classroom Experience,Total Score,13,1
2025,5,Classroom Experience,Total Score,14,1
2025,5,Classroom Experience,Total Score,15,1
2025,5,Classroom Experience,Total Score,16,1
2025,5,Classroom Experience,Total Score,17,1
2025,5,Classroom Experience,Total Score,18,1
2025,5,Classroom Experience,Total Score,19,1
2025,5,Classroom Experience,Total Score,20,2
2025,5,Classroom Experience,Total Score,21,2
2025,5,Classroom Experience,Total Score,22,2
2025,5,Classroom Experience,Total Score,23,2
2025,5,Classroom Experience,Total Score,24,2
2025,5,Classroom Experience,Total Score,25,2
2025,5,Classroom Experience,Total Score,26,3
2025,5,Classroom Experience,Total Score,27,3
2025,5,Classroom Experience,Total Score,28,3
2025,5,Classroom Experience,Total Score,29,3
2025,5,Classroom Experience,Total Score,30,4
2025,5,Classroom Experience,Total Score,31,4
2025,5,Classroom Experience,Total Score,32,4
2025,5,Classroom Experience,Total Score,33,4
2025,5,Classroom Experience,Total Score,34,4
2025,5,Classroom Experience,Total Score,35,4
2025,5,Classroom Experience,Total Score,36,4
2025,5,Classroom Experience,Total Score,37,5
2025,5,Classroom Experience,Total Score,38,5
2025,5,Classroom Experience,Total Score,39,6
2025,5,Classroom Experience,Total Score,40,6
2025,5,Classroom Experience,Total Score,41,6
2025,5,Classroom Experience,Total Score,42,7
2025,5,Classroom Experience,Total Score,43,7
2025,5,Classroom Experience,Total Score,44,7
2025,5,Classroom Experience,Total Score,45,8
2025,5,Classroom Experience,Total Score,46,9
2025,5,Classroom Experience,Total Score,47,9
2025,5,Classroom Experience,Total Score,48,10
2025,5,Classroom Experience,Total Score,49,10
2025,5,Classroom Experience,Total Score,50,11
2025,5,Classroom Experience,Total Score,51,12
2025,5,Classroom Experience,Total Score,52,13
2025,5,Classroom Experience,Total Score,53,14
2025,5,Classroom Experience,Total Score,54,15
2025,5,Classroom Experience,Total Score,55,16
2025,5,Classroom Experience,Total Score,56,17
2025,5,Classroom Experience,Total Score,57,18
2025,5,Classroom Experience,Total Score,58,19
2025,5,Classroom Experience,Total Score,59,20
2025,5,Classroom Experience,Total Score,59,21
2025,5,Classroom Experience,Total Score,60,22
2025,5,Classroom Experience,Total Score,61,23
2025,5,Classroom Experience,Total Score,62,24
2025,5,Classroom Experience,Total Score,62,25
2025,5,Classroom Experience,Total Score,63,26
2025,5,Classroom Experience,Total Score,64,27
2025,5,Classroom Experience,Total Score,64,28
2025,5,Classroom Experience,Total Score,64,29
2025,5,Classroom Experience,Total Score,65,30
2025,5,Classroom Experience,Total Score,66,31
2025,5,Classroom Experience,Total Score,66,32
2025,5,Classroom Experience,Total Score,67,33
2025,5,Classroom Experience,Total Score,67,34
2025,5,Classroom Experience,Total Score,67,35
2025,5,Classroom Experience,Total Score,68,36
2025,5,Classroom Experience,Total Score,68,37
2025,5,Classroom Experience,Total Score,69,38
2025,5,Classroom Experience,Total Score,69,39
2025,5,Classroom Experience,Total Score,70,40
2025,5,Classroom Experience,Total Score,70,41
2025,5,Classroom Experience,Total Score,70,42
2025,5,Classroom Experience,Total Score,71,43
2025,5,Classroom Experience,Total Score,71,44
2025,5,Classroom Experience,Total Score,72,45
2025,5,Classroom Experience,Total Score,72,46
2025,5,Classroom Experience,Total Score,73,47
2025,5,Classroom Experience,Total Score,73,48
2025,5,Classroom Experience,Total Score,74,49
2025,5,Classroom Experience,Total Score,74,50
2025,5,Classroom Experience,Total Score,74,51
2025,5,Classroom Experience,Total Score,75,52
2025,5,Classroom Experience,Total Score,75,53
2025,5,Classroom Experience,Total Score,75,54
2025,5,Classroom Experience,Total Score,76,55
2025,5,Classroom Experience,Total Score,76,56
2025,5,Classroom Experience,Total Score,77,57
2025,5,Classroom Experience,Total Score,77,58
2025,5,Classroom Experience,Total Score,77,59
2025,5,Classroom Experience,Total Score,78,60
2025,5,Classroom Experience,Total Score,78,61
2025,5,Classroom Experience,Total Score,78,62
2025,5,Classroom Experience,Total Score,79,63
2025,5,Classroom Experience,Total Score,79,64
2025,5,Classroom Experience,Total Score,79,65
2025,5,Classroom Experience,Total Score,80,66
2025,5,Classroom Experience,Total Score,80,67
2025,5,Classroom Experience,Total Score,80,68
2025,5,Classroom Experience,Total Score,81,69
2025,5,Classroom Experience,Total Score,81,70
2025,5,Classroom Experience,Total Score,81,71
2025,5,Classroom Experience,Total Score,82,72
2025,5,Classroom Experience,Total Score,82,73
2025,5,Classroom Experience,Total Score,83,74
2025,5,Classroom Experience,Total Score,83,75
2025,5,Classroom Experience,Total Score,83,76
2025,5,Classroom Experience,Total Score,84,77
2025,5,Classroom Experience,Total Score,84,78
2025,5,Classroom Experience,Total Score,85,79
2025,5,Classroom Experience,Total Score,85,80
2025,5,Classroom Experience,Total Score,86,81
2025,5,Classroom Experience,Total Score,86,82
2025,5,Classroom Experience,Total Score,86,83
2025,5,Classroom Experience,Total Score,87,84
2025,5,Classroom Experience,Total Score,87,85
2025,5,Classroom Experience,Total Score,87,86
2025,5,Classroom Experience,Total Score,88,87
2025,5,Classroom Experience,Total Score,88,88
2025,5,Classroom Experience,Total Score,89,89
2025,5,Classroom Experience,Total Score,89,90
2025,5,Classroom Experience,Total Score,90,91
2025,5,Classroom Experience,Total Score,90,92
2025,5,Classroom Experience,Total Score,91,93
2025,5,Classroom Experience,Total Score,91,94
2025,5,Classroom Experience,Total Score,92,95
2025,5,Classroom Experience,Total Score,92,96
2025,5,Classroom Experience,Total Score,93,97
2025,5,Classroom Experience,Total Score,94,98
2025,5,Classroom Experience,Total Score,95,99
2025,5,Classroom Experience,Total Score,96,99
2025,5,Outside Experience,Total Score,0,0
2025,5,Outside Experience,Total Score,1,0
2025,5,Outside Experience,Total Score,2,0
2025,5,Outside Experience,Total Score,3,0
2025,5,Outside Experience,Total Score,4,0
2025,5,Outside Experience,Total Score,5,0
2025,5,Outside Experience,Total Score,6,0
2025,5,Outside Experience,Total Score,7,0
2025,5,Outside Experience,Total Score,8,0
2025,5,Outside Experience,Total Score,9,0
2025,5,Outside Experience,Total Score,10,0
2025,5,Outside Experience,Total Score,11,0
2025,5,Outside Experience,Total Score,12,1
2025,5,Outside Experience,Total Score,13,1
2025,5,Outside Experience,Total Score,14,1
2025,5,Outside Experience,Total Score,15,1
2025,5,Outside Experience,Total Score,16,1
2025,5,Outside Experience,Total Score,17,1
2025,5,Outside Experience,Total Score,18,1
2025,5,Outside Experience,Total Score,19,1
2025,5,Outside Experience,Total Score,20,1
2025,5,Outside Experience,Total Score,21,1
2025,5,Outside Experience,Total Score,22,1
2025,5,Outside Experience,Total Score,23,1
2025,5,Outside Experience,Total Score,24,1
2025,5,Outside Experience,Total Score,25,1
2025,5,Outside Experience,Total Score,26,1
2025,5,Outside Experience,Total Score,27,1
2025,5,Outside Experience,Total Score,28,1
2025,5,Outside Experience,Total Score,29,1
2025,5,Outside Experience,Total Score,30,1
2025,5,Outside Experience,Total Score,31,1
2025,5,Outside Experience,Total Score,32,1
2025,5,Outside Experience,Total Score,33,1
2025,5,Outside Experience,Total Score,34,1
2025,5,Outside Experience,Total Score,35,1
2025,5,Outside Experience,Total Score,36,2
2025,5,Outside Experience,Total Score,37,2
2025,5,Outside Experience,Total Score,38,2
2025,5,Outside Experience,Total Score,39,2
2025,5,Outside Experience,Total Score,40,3
2025,5,Outside Experience,Total Score,41,3
2025,5,Outside Experience,Total Score,42,3
2025,5,Outside Experience,Total Score,43,3
2025,5,Outside Experience,Total Score,44,3
2025,5,Outside Experience,Total Score,45,3
2025,5,Outside Experience,Total Score,46,3
2025,5,Outside Experience,Total Score,47,3
2025,5,Outside Experience,Total Score,48,4
2025,5,Outside Experience,Total Score,49,4
2025,5,Outside Experience,Total Score,50,4
2025,5,Outside Experience,Total Score,51,4
2025,5,Outside Experience,Total Score,52,5
2025,5,Outside Experience,Total Score,53,5
2025,5,Outside Experience,Total Score,54,6
2025,5,Outside Experience,Total Score,55,7
2025,5,Outside Experience,Total Score,56,8
2025,5,Outside Experience,Total Score,57,8
2025,5,Outside Experience,Total Score,58,9
2025,5,Outside Experience,Total Score,59,9
2025,5,Outside Experience,Total Score,59,10
2025,5,Outside Experience,Total Score,60,11
2025,5,Outside Experience,Total Score,61,12
2025,5,Outside Experience,Total Score,62,13
2025,5,Outside Experience,Total Score,63,14
2025,5,Outside Experience,Total Score,63,15
2025,5,Outside Experience,Total Score,64,16
2025,5,Outside Experience,Total Score,65,17
2025,5,Outside Experience,Total Score,66,18
2025,5,Outside Experience,Total Score,67,18
2025,5,Outside Experience,Total Score,67,19
2025,5,Outside Experience,Total Score,68,20
2025,5,Outside Experience,Total Score,68,21
2025,5,Outside Experience,Total Score,69,22
2025,5,Outside Experience,Total Score,70,23
2025,5,Outside Experience,Total Score,71,24
2025,5,Outside Experience,Total Score,71,25
2025,5,Outside Experience,Total Score,72,26
2025,5,Outside Experience,Total Score,72,27
2025,5,Outside Experience,Total Score,73,28
2025,5,Outside Experience,Total Score,73,29
2025,5,Outside Experience,Total Score,74,30
2025,5,Outside Experience,Total Score,74,31
2025,5,Outside Experience,Total Score,74,32
2025,5,Outside Experience,Total Score,74,33
2025,5,Outside Experience,Total Score,75,34
2025,5,Outside Experience,Total Score,75,35
2025,5,Outside Experience,Total Score,75,36
2025,5,Outside Experience,Total Score,75,37
2025,5,Outside Experience,Total Score,76,38
2025,5,Outside Experience,Total Score,76,39
2025,5,Outside Experience,Total Score,76,40
2025,5,Outside Experience,Total Score,76,41
2025,5,Outside Experience,Total Score,76,42
2025,5,Outside Experience,Total Score,77,43
2025,5,Outside Experience,Total Score,77,44
2025,5,Outside Experience,Total Score,77,45
2025,5,Outside Experience,Total Score,78,46
2025,5,Outside Experience,Total Score,78,47
2025,5,Outside Experience,Total Score,78,48
2025,5,Outside Experience,Total Score,78,49
2025,5,Outside Experience,Total Score,78,50
2025,5,Outside Experience,Total Score,79,51
2025,5,Outside Experience,Total Score,79,52
2025,5,Outside Experience,Total Score,79,53
2025,5,Outside Experience,Total Score,79,54
2025,5,Outside Experience,Total Score,79,55
2025,5,Outside Experience,Total Score,80,56
2025,5,Outside Experience,Total Score,80,57
2025,5,Outside Experience,Total Score,81,58
2025,5,Outside Experience,Total Score,81,59
2025,5,Outside Experience,Total Score,81,60
2025,5,Outside Experience,Total Score,82,61
2025,5,Outside Experience,Total Score,82,62
2025,5,Outside Experience,Total Score,82,63
2025,5,Outside Experience,Total Score,83,64
2025,5,Outside Experience,Total Score,83,65
2025,5,Outside Experience,Total Score,83,66
2025,5,Outside Experience,Total Score,84,67
2025,5,Outside Experience,Total Score,84,68
2025,5,Outside Experience,Total Score,84,69
2025,5,Outside Experience,Total Score,84,70
2025,5,Outside Experience,Total Score,84,71
2025,5,Outside Experience,Total Score,84,72
2025,5,Outside Experience,Total Score,85,73
2025,5,Outside Experience,Total Score,85,74
2025,5,Outside Experience,Total Score,85,75
2025,5,Outside Experience,Total Score,85,76
2025,5,Outside Experience,Total Score,86,77
2025,5,Outside Experience,Total Score,86,78
2025,5,Outside Experience,Total Score,86,79
2025,5,Outside Experience,Total Score,87,80
2025,5,Outside Experience,Total Score,87,81
2025,5,Outside Experience,Total Score,87,82
2025,5,Outside Experience,Total Score,88,83
2025,5,Outside Experience,Total Score,88,84
2025,5,Outside Experience,Total Score,89,85
2025,5,Outside Experience,Total Score,89,86
2025,5,Outside Experience,Total Score,89,87
2025,5,Outside Experience,Total Score,90,88
2025,5,Outside Experience,Total Score,90,89
2025,5,Outside Experience,Total Score,91,90
2025,5,Outside Experience,Total Score,91,91
2025,5,Outside Experience,Total Score,92,92
2025,5,Outside Experience,Total Score,92,93
2025,5,Outside Experience,Total Score,92,94
2025,5,Outside Experience,Total Score,93,95
2025,5,Outside Experience,Total Score,94,96
2025,5,Outside Experience,Total Score,95,97
2025,5,Outside Experience,Total Score,96,98
2025,5,Outside Experience,Total Score,96,99
2025,5,Classroom Experience,Total Score,0,0
2025,5,Classroom Experience,Total Score,1,1
2025,5,Classroom Experience,Total Score,2,1
2025,5,Classroom Experience,Total Score,3,1
2025,5,Classroom Experience,Total Score,4,1
2025,5,Classroom Experience,Total Score,5,1
2025,5,Classroom Experience,Total Score,6,1
2025,5,Classroom Experience,Total Score,7,1
2025,5,Classroom Experience,Total Score,8,1
2025,5,Classroom Experience,Total Score,9,1
2025,5,Classroom Experience,Total Score,10,1
2025,5,Classroom Experience,Total Score,11,1
2025,5,Classroom Experience,Total Score,12,1
2025,5,Classroom Experience,Total Score,13,1
2025,5,Classroom Experience,Total Score,14,1
2025,5,Classroom Experience,Total Score,15,1
2025,5,Classroom Experience,Total Score,16,1
2025,5,Classroom Experience,Total Score,17,1
2025,5,Classroom Experience,Total Score,18,1
2025,5,Classroom Experience,Total Score,19,1
2025,5,Classroom Experience,Total Score,20,2
2025,5,Classroom Experience,Total Score,21,2
2025,5,Classroom Experience,Total Score,22,2
2025,5,Classroom Experience,Total Score,23,2
2025,5,Classroom Experience,Total Score,24,2
2025,5,Classroom Experience,Total Score,25,2
2025,5,Classroom Experience,Total Score,26,3
2025,5,Classroom Experience,Total Score,27,3
